,participant,value,quantifier,count,bin,bin_label,object,img_name,segmentation,thingsplus_id,size_norm
70,0,100.0,few,93,"(91, 94]",30,beads,fsc_6478.jpg,0.0121384297520661,bead,136.4787234
71,0,87.265,a few,92,"(91, 94]",30,beads,fsc_6516.jpg,0.0893837164256198,bead,136.4787234
72,0,100.0,base,100,"(97, 100]",32,markers,fsc_6656.jpg,0.277472882231405,marker,189.9146341
73,0,98.123,some,20,"(19, 22]",6,flowers,fsc_6725.jpg,0.7174990315082644,flower,188.13414630000003
74,0,100.0,some,8,"(7, 10]",2,plates,fsc_6854.jpg,0.3809158703512397,plate,229.25
75,0,0.0,few,87,"(85, 88]",28,windows,fsc_6889.jpg,0.0476901472107438,window,283.3977273
76,0,100.0,base,63,"(61, 64]",20,apples,fsc_689.jpg,0.0661399147727272,apple,199.8478261
77,0,100.0,base,89,"(88, 91]",29,eggs,fsc_6996.jpg,0.1009410511363636,egg,180.6829268
78,0,100.0,base,100,"(97, 100]",32,bottles,fsc_7016.jpg,0.242058367768595,bottle,223.0465116
79,0,100.0,many,50,"(49, 52]",16,bottles,fsc_7095.jpg,0.9188726756198348,bottle,223.0465116
80,0,100.0,some,59,"(58, 61]",19,shoes,fsc_7119.jpg,0.1103354209710743,shoe,224.4347826
81,0,38.07,a lot of,56,"(55, 58]",18,sticky notes,fsc_7200.jpg,0.2976740056818182,,
82,0,8.311,few,40,"(37, 40]",12,cassettes,fsc_729.jpg,0.9817520015495868,cassette,200.5111111
83,0,24.263,a few,95,"(94, 97]",31,caps,fsc_7321.jpg,0.0,hat,233.1976744
84,0,18.097,few,30,"(28, 31]",9,fish,fsc_7340.jpg,0.0,fish,209.3488372
85,0,40.08,a lot of,42,"(40, 43]",13,cups,fsc_7406.jpg,0.239467652376033,cup,205.5555556
86,0,100.0,some,56,"(55, 58]",18,people,fsc_7479.jpg,0.8075041967975206,man,313.97560980000003
87,0,56.971,a few,47,"(46, 49]",15,caps,fsc_7647.jpg,0.0482793130165289,hat,233.1976744
88,0,7.507,a lot of,72,"(70, 73]",23,ants,fsc_7655.jpg,0.0,ant,116.0111111
89,0,97.855,base,66,"(64, 67]",21,people,fsc_7703.jpg,0.4017868672520661,man,313.97560980000003
90,0,74.531,many,77,"(76, 79]",25,cups,fsc_7704.jpg,0.7162722753099173,cup,205.5555556
91,0,6.971,some,59,"(58, 61]",19,tomatoes,fsc_78.jpg,0.4265237603305785,tomato,194.5638298
92,0,14.879,few,97,"(94, 97]",31,birds,fsc_943.jpg,0.6465408703512396,bird,220.6153846
93,0,100.0,base,48,"(46, 49]",15,birds,fsc_961.jpg,0.2063290934917355,bird,220.6153846
94,0,0.0,few,93,"(91, 94]",30,watches,fsc_991.jpg,0.8784139333677686,watch,183.7934783
95,0,85.925,few,5,"(4, 7]",1,balls,tqa_2341127.jpg,0.010443569214876,ball,208.8170732
96,0,2.815,many,2,"(1, 4]",0,swans,tqa_2342341.jpg,0.2036173166322314,swan,261.8958333
97,0,100.0,a few,7,"(4, 7]",1,skis,tqa_2369581.jpg,0.536431430785124,ski,280.0568182
98,0,100.0,base,4,"(1, 4]",0,steps,tqa_2386369.jpg,0.0034058626033057,,
99,0,8.043,few,7,"(4, 7]",1,donuts,tqa_2411970.jpg,0.3406588972107438,donut,206.5
100,1,0.0,few,31,"(28, 31]",9,bottle caps,fsc_1891.jpg,0.0383280604338843,cap,149.4375
101,1,100.0,a lot of,48,"(46, 49]",15,bottle caps,fsc_1944.jpg,0.0,cap,149.4375
102,1,100.0,base,95,"(94, 97]",31,bottle caps,fsc_1987.jpg,0.0,cap,149.4375
103,1,100.0,a lot of,83,"(82, 85]",27,bottle caps,fsc_1999.jpg,0.0347769240702479,cap,149.4375
104,1,100.0,base,98,"(97, 100]",32,apples,fsc_2236.jpg,0.3436854338842975,apple,199.8478261
105,1,87.936,a lot of,20,"(19, 22]",6,apples,fsc_2237.jpg,0.2388462035123967,apple,199.8478261
106,1,23.458,some,58,"(55, 58]",18,camels,fsc_2316.jpg,0.2349318827479339,camel,348.0729167
107,1,100.0,some,69,"(67, 70]",22,grapes,fsc_251.jpg,0.1160575929752066,grape,153.1511628
108,1,0.0,a few,67,"(64, 67]",21,bowls,fsc_2672.jpg,0.1236925361570247,bowl,224.9555556
109,1,100.0,base,85,"(82, 85]",27,oranges,fsc_2715.jpg,0.4258054622933884,orange,202.6477273
110,1,0.0,few,39,"(37, 40]",12,oranges,fsc_2752.jpg,0.9606308109504132,orange,202.6477273
111,1,100.0,many,25,"(22, 25]",7,cans,fsc_2779.jpg,0.6890173037190083,can,211.96875
112,1,100.0,base,80,"(79, 82]",26,cans,fsc_2799.jpg,0.977119382747934,can,211.96875
113,1,81.501,some,14,"(13, 16]",4,strawberries,fsc_291.jpg,0.0173924974173553,strawberry,164.81707319999998
114,1,74.397,a few,17,"(16, 19]",5,stamps,fsc_2941.jpg,0.224012138429752,stamp1,152.4130435
115,1,100.0,base,68,"(67, 70]",22,stamps,fsc_2944.jpg,0.9175409994834712,stamp1,152.4130435
116,1,74.263,some,24,"(22, 25]",7,fish,fsc_2960.jpg,0.1563549199380165,fish,209.3488372
117,1,0.0,a few,60,"(58, 61]",19,coffee beans,fsc_3121.jpg,0.0,coffee_bean,130.8125
118,1,0.0,few,88,"(85, 88]",28,coffee beans,fsc_3133.jpg,0.2878841683884297,coffee_bean,130.8125
119,1,80.161,some,50,"(49, 52]",16,nuts,fsc_3156.jpg,0.1074460872933884,nut,146.8372093
120,1,100.0,some,12,"(10, 13]",3,candles,fsc_3209.jpg,0.0398937887396694,candle,208.7613636
121,1,100.0,base,99,"(97, 100]",32,beans,fsc_3228.jpg,0.2262073863636363,bean,131.5425532
122,1,9.651,a few,20,"(19, 22]",6,bullets,fsc_3266.jpg,0.2006795583677686,bullet,147.1333333
123,1,11.126,few,63,"(61, 64]",20,peas,fsc_3313.jpg,0.0648163094008264,pea,131.06976740000002
124,1,100.0,a lot of,50,"(49, 52]",16,onion rings,fsc_3343.jpg,0.6011831740702479,calamari,177.0795455
125,1,100.0,base,12,"(10, 13]",3,bread rolls,fsc_3392.jpg,0.5649050878099173,roll,195.2045455
126,1,15.147,a few,81,"(79, 82]",26,nuts,fsc_3422.jpg,0.5640818698347108,nut,146.8372093
127,1,4.155,few,25,"(22, 25]",7,m&ms,fsc_3508.jpg,0.0,candy,155.12195119999998
128,1,100.0,base,30,"(28, 31]",9,chicken wings,fsc_3529.jpg,0.4081708419421487,chicken1,215.7567568
129,1,0.0,a few,92,"(91, 94]",30,birds,fsc_364.jpg,0.5779070893595041,bird,220.6153846
130,1,100.0,many,66,"(64, 67]",21,pearls,fsc_3751.jpg,0.0,pearl,133.744186
131,1,100.0,many,51,"(49, 52]",16,cupcakes,fsc_3827.jpg,0.6849577091942148,cupcake,194.5581395
132,1,29.357,a lot of,7,"(4, 7]",1,beads,fsc_3878.jpg,0.0335259555785123,bead,136.4787234
133,1,0.0,a few,86,"(85, 88]",28,beads,fsc_4010.jpg,0.4144176136363636,bead,136.4787234
134,1,79.625,some,95,"(94, 97]",31,marbles,fsc_4061.jpg,0.3906411415289256,marble,142.1555556
135,1,0.0,a few,54,"(52, 55]",17,marbles,fsc_4080.jpg,0.5313468491735537,marble,142.1555556
136,1,0.0,few,86,"(85, 88]",28,macarons,fsc_4146.jpg,0.0,,
137,1,13.941,many,9,"(7, 10]",2,calamari rings,fsc_4178.jpg,0.1970477143595041,calamari,177.0795455
138,1,100.0,many,12,"(10, 13]",3,shells,fsc_4308.jpg,0.9069360149793388,shell1,185.8522727
139,1,100.0,base,88,"(85, 88]",28,birds,fsc_4317.jpg,0.7971090521694215,bird,220.6153846
140,1,31.367,a few,14,"(13, 16]",4,skis,fsc_4497.jpg,0.7722268853305785,ski,280.0568182
141,1,7.507,a few,53,"(52, 55]",17,bananas,fsc_4526.jpg,0.7367881585743802,banana,221.5930233
142,1,0.0,few,34,"(31, 34]",10,kiwis,fsc_4594.jpg,0.0,kiwi,182.7045455
143,1,100.0,base,57,"(55, 58]",18,balls,fsc_4787.jpg,0.0001372029958677,ball,208.8170732
144,1,100.0,base,90,"(88, 91]",29,grapes,fsc_4830.jpg,0.1840376420454545,grape,153.1511628
145,1,100.0,base,46,"(43, 46]",14,logs,fsc_4966.jpg,0.9761186079545454,log,296.86904760000004
146,1,100.0,base,85,"(82, 85]",27,pearls,fsc_5177.jpg,0.0035753486570247,pearl,133.744186
147,1,20.912,few,38,"(37, 40]",12,pearls,fsc_5198.jpg,0.0,pearl,133.744186
148,1,100.0,a lot of,47,"(46, 49]",15,candles,fsc_5323.jpg,0.8025487474173554,candle,208.7613636
149,1,87.534,some,72,"(70, 73]",23,nuts,fsc_5500.jpg,0.3535640495867768,nut,146.8372093
150,1,100.0,a lot of,34,"(31, 34]",10,pearls,fsc_5540.jpg,0.0,pearl,133.744186
151,1,100.0,many,67,"(64, 67]",21,marbles,fsc_5576.jpg,0.869778215392562,marble,142.1555556
152,1,23.995,few,41,"(40, 43]",13,macarons,fsc_5614.jpg,0.8741687112603306,,
153,1,100.0,base,12,"(10, 13]",3,donuts,fsc_5672.jpg,0.4609294292355372,donut,206.5
154,1,100.0,base,35,"(34, 37]",11,coffee beans,fsc_5677.jpg,0.2785947184917355,coffee_bean,130.8125
155,1,66.622,some,40,"(37, 40]",12,potatoes,fsc_5693.jpg,0.577317923553719,potato,200.5
156,1,76.408,some,69,"(67, 70]",22,potatoes,fsc_5699.jpg,0.0690292484504132,potato,200.5
157,1,100.0,a lot of,90,"(88, 91]",29,strawberries,fsc_5810.jpg,0.9441260976239668,strawberry,164.81707319999998
158,1,17.828,few,10,"(7, 10]",2,eggs,fsc_5942.jpg,0.2879003099173554,egg,180.6829268
159,1,11.796,some,38,"(37, 40]",12,tomatoes,fsc_6195.jpg,0.7021565082644629,tomato,194.5638298
160,1,100.0,many,60,"(58, 61]",19,coins,fsc_6220.jpg,0.0733228951446281,coin,146.32291669999998
161,1,100.0,many,73,"(70, 73]",23,apples,fsc_6242.jpg,0.6027731146694215,apple,199.8478261
162,1,0.0,a few,70,"(67, 70]",22,pills,fsc_6295.jpg,0.0,pill,130.8658537
163,1,4.424,a few,31,"(28, 31]",9,tiles,fsc_6320.jpg,0.9878212164256198,tile,224.46052630000003
164,1,99.866,a lot of,36,"(34, 37]",11,biscuits,fsc_6339.jpg,0.1511573476239669,biscuit,190.0729167
165,1,100.0,base,18,"(16, 19]",5,shoes,fsc_6352.jpg,0.444465069731405,shoe,224.4347826
166,1,100.0,a lot of,100,"(97, 100]",32,beads,fsc_6394.jpg,0.620795131714876,bead,136.4787234
167,1,100.0,many,32,"(31, 34]",10,birds,fsc_6566.jpg,0.3834258780991735,bird,220.6153846
168,1,100.0,base,64,"(61, 64]",20,pens,fsc_6627.jpg,0.0,pen,191.1309524
169,1,5.63,a few,22,"(19, 22]",6,shirts,fsc_6741.jpg,0.3402795712809917,shirt,260.3977273
170,1,100.0,many,68,"(67, 70]",22,shoes,fsc_6992.jpg,0.0581417871900826,shoe,224.4347826
171,1,0.0,few,96,"(94, 97]",31,oranges,fsc_7026.jpg,0.7307996513429752,orange,202.6477273
172,1,11.93,few,59,"(58, 61]",19,apples,fsc_704.jpg,0.961873708677686,apple,199.8478261
173,1,11.796,few,99,"(97, 100]",32,tiles,fsc_7059.jpg,0.9902585872933884,tile,224.46052630000003
174,1,0.0,a few,40,"(37, 40]",12,buffaloes,fsc_7073.jpg,0.8262041580578512,bison,333.893617
175,1,100.0,many,46,"(43, 46]",14,cars,fsc_7091.jpg,0.1290353822314049,car,361.4886364
176,1,100.0,a lot of,64,"(61, 64]",20,glasses,fsc_7108.jpg,0.0045115573347107,glasses,205.9772727
177,1,100.0,base,79,"(76, 79]",25,chairs,fsc_7197.jpg,0.432318569214876,chair,290.0
178,1,9.517,few,34,"(31, 34]",10,cans,fsc_7320.jpg,0.6695586905991735,can,211.96875
179,1,100.0,many,26,"(25, 28]",8,zebras,fsc_7327.jpg,0.0808852014462809,zebra,325.2777778
180,1,100.0,a lot of,77,"(76, 79]",25,shoes,fsc_7335.jpg,0.1459839876033057,shoe,224.4347826
181,1,100.0,few,20,"(19, 22]",6,ants,fsc_734.jpg,0.0,ant,116.0111111
182,1,100.0,base,40,"(37, 40]",12,people,fsc_7373.jpg,0.2129390495867768,man,313.97560980000003
183,1,10.456,some,100,"(97, 100]",32,lego pieces,fsc_7486.jpg,0.544074444731405,lego,150.5384615
184,1,0.0,a few,100,"(97, 100]",32,caps,fsc_7571.jpg,0.0003631844008264,hat,233.1976744
185,1,73.861,some,14,"(13, 16]",4,zebras,fsc_7664.jpg,0.1158396823347107,zebra,325.2777778
186,1,7.507,a few,32,"(31, 34]",10,watches,fsc_7688.jpg,0.5214278796487604,watch,183.7934783
187,1,99.732,base,81,"(79, 82]",26,apples,fsc_7693.jpg,0.3853225077479338,apple,199.8478261
188,1,19.035,few,23,"(22, 25]",7,lego pieces,fsc_7701.jpg,0.2518320635330578,lego,150.5384615
189,1,74.397,some,44,"(43, 46]",14,books,fsc_856.jpg,0.9673295454545454,book,229.1704545
190,1,13.271,few,84,"(82, 85]",27,books,fsc_864.jpg,0.9126178331611572,book,229.1704545
191,1,100.0,many,65,"(64, 67]",21,skateboards,fsc_914.jpg,0.2946555397727273,skateboard,262.7659574
192,1,100.0,base,5,"(4, 7]",1,apples,tqa_2327830.jpg,0.0200477789256198,apple,199.8478261
193,1,0.0,few,13,"(10, 13]",3,zebras,tqa_2341943.jpg,0.1945377066115702,zebra,325.2777778
194,1,22.386,many,3,"(1, 4]",0,birds,tqa_2387838.jpg,0.0538723527892562,bird,220.6153846
195,1,99.196,base,15,"(13, 16]",4,people,tqa_2393831.jpg,0.0603451058884297,man,313.97560980000003
196,1,100.0,base,5,"(4, 7]",1,boats,tqa_2402747.jpg,0.2292984891528925,boat,374.5444444
197,1,100.0,some,4,"(1, 4]",0,skis,tqa_2405301.jpg,0.0,ski,280.0568182
198,1,100.0,few,5,"(4, 7]",1,coins,tqa_2405346.jpg,0.0,coin,146.32291669999998
199,1,0.0,a lot of,7,"(4, 7]",1,steps,tqa_2414191.jpg,0.0180058755165289,,
200,2,100.0,base,69,"(67, 70]",22,peaches,fsc_198.jpg,0.2774890237603306,peach,196.0348837
201,2,18.767,a few,60,"(58, 61]",19,glasses,fsc_2025.jpg,0.3247029958677686,glasses,205.9772727
202,2,100.0,base,88,"(85, 88]",28,glasses,fsc_2041.jpg,0.020887138429752,glasses,205.9772727
203,2,100.0,base,90,"(88, 91]",29,glasses,fsc_2043.jpg,0.1441438533057851,glasses,205.9772727
204,2,76.676,some,14,"(13, 16]",4,pens,fsc_2093.jpg,0.0,pen,191.1309524
205,2,100.0,a lot of,96,"(94, 97]",31,apples,fsc_2232.jpg,0.8408122417355371,apple,199.8478261
206,2,22.386,a few,8,"(7, 10]",2,spoons,fsc_2524.jpg,0.8692939695247934,spoon,189.7738095
207,2,100.0,base,90,"(88, 91]",29,oranges,fsc_2708.jpg,0.1128615702479338,orange,202.6477273
208,2,23.995,a few,98,"(97, 100]",32,oranges,fsc_2742.jpg,0.7044082515495868,orange,202.6477273
209,2,0.0,few,89,"(88, 91]",29,oranges,fsc_2751.jpg,0.926120222107438,orange,202.6477273
210,2,66.488,a few,48,"(46, 49]",15,oranges,fsc_2762.jpg,0.0701914385330578,orange,202.6477273
211,2,100.0,base,63,"(61, 64]",20,cans,fsc_2771.jpg,0.6986941503099173,can,211.96875
212,2,9.249,a few,86,"(85, 88]",28,cans,fsc_2797.jpg,0.4166612861570248,can,211.96875
213,2,30.831,a few,61,"(58, 61]",19,cans,fsc_2803.jpg,0.554348527892562,can,211.96875
214,2,4.021,few,62,"(61, 64]",20,chairs,fsc_2830.jpg,0.4514059271694214,chair,290.0
215,2,100.0,base,45,"(43, 46]",14,stamps,fsc_2928.jpg,0.6299958032024794,stamp1,152.4130435
216,2,58.445,some,77,"(76, 79]",25,stamps,fsc_2929.jpg,0.6176071797520661,stamp1,152.4130435
217,2,100.0,base,43,"(40, 43]",13,stamps,fsc_2931.jpg,0.6414643595041323,stamp1,152.4130435
218,2,71.314,some,20,"(19, 22]",6,fish,fsc_2963.jpg,0.2618640237603306,fish,209.3488372
219,2,34.182,many,72,"(70, 73]",23,coffee beans,fsc_3128.jpg,0.1816083419421487,coffee_bean,130.8125
220,2,6.971,a few,58,"(55, 58]",18,nuts,fsc_3159.jpg,0.3764769498966942,nut,146.8372093
221,2,67.962,a few,85,"(82, 85]",27,nuts,fsc_3404.jpg,0.0384087680785123,nut,146.8372093
222,2,27.48,a few,87,"(85, 88]",28,nuts,fsc_3647.jpg,0.100795777376033,nut,146.8372093
223,2,89.276,a lot of,77,"(76, 79]",25,cupcakes,fsc_3829.jpg,0.4275971720041322,cupcake,194.5581395
224,2,67.694,a lot of,42,"(40, 43]",13,beads,fsc_3900.jpg,0.0,bead,136.4787234
225,2,100.0,base,58,"(55, 58]",18,potatoes,fsc_3917.jpg,0.5318553073347108,potato,200.5
226,2,28.552,few,11,"(10, 13]",3,bullets,fsc_4095.jpg,0.0,bullet,147.1333333
227,2,8.981,few,32,"(31, 34]",10,macarons,fsc_4156.jpg,0.0,,
228,2,68.901,some,14,"(13, 16]",4,peppers,fsc_4426.jpg,0.3177702091942149,pepper2,185.0520833
229,2,5.63,few,47,"(46, 49]",15,peppers,fsc_4432.jpg,0.0068843620867768,pepper2,185.0520833
230,2,29.088,some,26,"(25, 28]",8,skis,fsc_4494.jpg,0.5793921100206612,ski,280.0568182
231,2,70.241,many,65,"(64, 67]",21,birds,fsc_4554.jpg,0.2614604855371901,bird,220.6153846
232,2,87.534,many,91,"(88, 91]",29,strawberries,fsc_4916.jpg,0.4512283703512397,strawberry,164.81707319999998
233,2,100.0,a lot of,63,"(61, 64]",20,strawberries,fsc_4927.jpg,0.8972672391528925,strawberry,164.81707319999998
234,2,19.705,some,52,"(49, 52]",16,chicken wings,fsc_5077.jpg,0.3624903150826446,chicken1,215.7567568
235,2,100.0,base,27,"(25, 28]",8,pearls,fsc_5187.jpg,0.0,pearl,133.744186
236,2,29.893,some,35,"(34, 37]",11,cupcakes,fsc_5241.jpg,0.0835889075413223,cupcake,194.5581395
237,2,20.107,few,48,"(46, 49]",15,cupcakes,fsc_5259.jpg,0.65403861053719,cupcake,194.5581395
238,2,72.922,many,18,"(16, 19]",5,peas,fsc_5511.jpg,0.2472317277892562,pea,131.06976740000002
239,2,89.678,a lot of,88,"(85, 88]",28,gemstones,fsc_5524.jpg,0.0,gem,144.1555556
240,2,86.193,some,10,"(7, 10]",2,bread rolls,fsc_5705.jpg,0.4881601885330578,roll,195.2045455
241,2,100.0,base,37,"(34, 37]",11,strawberries,fsc_5811.jpg,0.9614298166322314,strawberry,164.81707319999998
242,2,100.0,many,79,"(76, 79]",25,strawberries,fsc_5835.jpg,0.8019192277892562,strawberry,164.81707319999998
243,2,100.0,base,52,"(49, 52]",16,strawberries,fsc_5842.jpg,0.97389107696281,strawberry,164.81707319999998
244,2,96.917,many,18,"(16, 19]",5,eggs,fsc_5936.jpg,0.4874983858471074,egg,180.6829268
245,2,93.432,many,46,"(43, 46]",14,chicken wings,fsc_6111.jpg,0.4671035640495867,chicken1,215.7567568
246,2,100.0,base,50,"(49, 52]",16,coins,fsc_6205.jpg,0.0,coin,146.32291669999998
247,2,91.957,many,68,"(67, 70]",22,coins,fsc_6207.jpg,0.0,coin,146.32291669999998
248,2,43.7,a lot of,16,"(13, 16]",4,pills,fsc_6289.jpg,0.6265576575413223,pill,130.8658537
249,2,43.566,few,58,"(55, 58]",18,tiles,fsc_6317.jpg,0.6157912577479339,tile,224.46052630000003
250,2,93.029,a lot of,85,"(82, 85]",27,shoes,fsc_6356.jpg,0.2469492510330578,shoe,224.4347826
251,2,72.52,some,95,"(94, 97]",31,birds,fsc_645.jpg,0.3806011105371901,bird,220.6153846
252,2,100.0,base,77,"(76, 79]",25,bottles,fsc_6730.jpg,0.8256149922520661,bottle,223.0465116
